"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6859","Verify add item success","chromium","2026-04-15","passed","2026-04-15","Login and add item","specs\VerifyAddItemSuccess.spec.ts","",""
